text,aspect,label,model_name
"That thing is totally amazing Camera, screen,looks,and performance is top notch",performance,Positive,iphone11
"That thing is totally amazing Camera, screen,looks,and performance is top notch",camera,Positive,iphone11
"Nice phone, battery backup is good than 4500 mah Android phone, cameras pretty good.",battery,Positive,iphone11
"Nice phone, battery backup is good than 4500 mah Android phone, cameras pretty good.",camera,Positive,iphone11
Good one But battery performance is lowREAD MORE,battery,Neutral,iphone11
Good one But battery performance is lowREAD MORE,performance,Neutral,iphone11
Awesome mobile and original productCamera okBattery just ok because slow chargingOverall good mobile value for moneyREAD MORE,battery,Positive,iphone11
Awesome mobile and original productCamera okBattery just ok because slow chargingOverall good mobile value for moneyREAD MORE,camera,Positive,iphone11
camera average Stunk between scrollingREAD MORE,camera,Neutral,iphone11
This is very osum product The performance of this product is very osum The camera quality is very osum and the battery bekup is good butREAD MORE,battery,Negative,iphone11
This is very osum product The performance of this product is very osum The camera quality is very osum and the battery bekup is good butREAD MORE,performance,Negative,iphone11
This is very osum product The performance of this product is very osum The camera quality is very osum and the battery bekup is good butREAD MORE,camera,Negative,iphone11
I got One of the best edition phone from I phone camera was awesome READ MORE,camera,Positive,iphone11
love the colour its unique however feeling sad as the price got reduced nowREAD MORE,price,Neutral,iphone11
Switched from redmi note 7 pro android everything is fine but battery is disappointing.,battery,Neutral,iphone11
Everything is fine except batteryREAD MORE,battery,Neutral,iphone11
Worth the price on BBD sale.,price,Positive,iphone11
Working ok till now but have some sound issueREAD MORE,sound,Neutral,iphone11
Overall its best according to price.,price,Positive,iphone11
"Phone performance is Quit good , need to improve camera , battery back is very lowREAD MORE",battery,Neutral,iphone11
"Phone performance is Quit good , need to improve camera , battery back is very lowREAD MORE",performance,Neutral,iphone11
"Phone performance is Quit good , need to improve camera , battery back is very lowREAD MORE",camera,Neutral,iphone11
Very good with the camera I am lucky I got this mobileREAD MORE,camera,Positive,iphone11
"Ultimate at best price with offers, little bit packing issue, but all was good.",price,Positive,iphone11
Battery back up is very poor.,battery,Negative,iphone11
Performance is very goodREAD MORE,performance,Positive,iphone11
"Its a awesome mobile, camare quality is too good so many features in the camera, smooth touch many more things to explore.",camera,Positive,iphone11
Best iphone at lowest price and performance is great READ MORE,performance,Positive,iphone11
Best iphone at lowest price and performance is great READ MORE,price,Positive,iphone11
Awesome value for money I want this phone only 30 k and product was very high performance.,performance,Positive,iphone11
"Light weight,handy phone camera performance pretty much good display smoothOverall experience excellentREAD MORE",performance,Positive,iphone11
"Light weight,handy phone camera performance pretty much good display smoothOverall experience excellentREAD MORE",display,Positive,iphone11
"Light weight,handy phone camera performance pretty much good display smoothOverall experience excellentREAD MORE",camera,Positive,iphone11
i like camera,camera,Positive,iphone11
In 2022 also its still beastCamera 55Performance 55Sound 55Display 45READ MORE,performance,Positive,iphone11
In 2022 also its still beastCamera 55Performance 55Sound 55Display 45READ MORE,display,Positive,iphone11
In 2022 also its still beastCamera 55Performance 55Sound 55Display 45READ MORE,camera,Positive,iphone11
In 2022 also its still beastCamera 55Performance 55Sound 55Display 45READ MORE,sound,Positive,iphone11
Best mobile on this priceREAD MORE,price,Positive,iphone11
Camera is the very goodREAD MORE,camera,Positive,iphone11
Best camera READ MORE,camera,Positive,iphone11
Within in 10days front face ID and rear camera not working and am cheated by filpkart.,camera,Negative,iphone11
Coproduct at right price by Flipkart.,price,Positive,iphone11
Coproduct at right price by Flipkart.,price,Positive,iphone11
Good product on best price of Filpkart.,price,Positive,iphone11
"Overall mobile is okay, camera not so good, Moto g have better option, battery drains faster with nominal use , no games or videos being played much.",battery,Neutral,iphone11
"Overall mobile is okay, camera not so good, Moto g have better option, battery drains faster with nominal use , no games or videos being played much.",camera,Neutral,iphone11
Awesome product at very cheap priceREAD MORE,price,Positive,iphone11
Good to go in this price iphone really amazing READ MORE,price,Positive,iphone11
Great Experience Well Quality and Superbe Performance and the camera Quality is best in this price segment compaired to other phones,performance,Positive,iphone11
Great Experience Well Quality and Superbe Performance and the camera Quality is best in this price segment compaired to other phones,camera,Positive,iphone11
Great Experience Well Quality and Superbe Performance and the camera Quality is best in this price segment compaired to other phones,price,Positive,iphone11
This phone is superb I like it the camera is excellent and display was superb but the battery is decentREAD MORE,battery,Positive,iphone11
This phone is superb I like it the camera is excellent and display was superb but the battery is decentREAD MORE,display,Positive,iphone11
This phone is superb I like it the camera is excellent and display was superb but the battery is decentREAD MORE,camera,Positive,iphone11
Good but battery issueREAD MORE,battery,Positive,iphone11
I love realy this phone iphone 11 my dream this mobile 100 its good camera vera leval,camera,Positive,iphone11
"Good but camera quality not good, heating problem too much heatREAD MORE",camera,Neutral,iphone11
The performance is top of the button Very much satisfiedREAD MORE,performance,Positive,iphone11
Camera is not good qualityREAD MORE,camera,Negative,iphone11
Camera is the best and display are also goodREAD MORE,display,Positive,iphone11
Camera is the best and display are also goodREAD MORE,camera,Positive,iphone11
I loved Camera and FunctionsREAD MORE,camera,Positive,iphone11
Best price deal for mobile READ MORE,price,Positive,iphone11
The best cameraREAD MORE,camera,Positive,iphone11
Awesome performance but less in battery backup with a complaint that why you guys removed adapterREAD MORE,battery,Positive,iphone11
Awesome performance but less in battery backup with a complaint that why you guys removed adapterREAD MORE,performance,Positive,iphone11
Awesome performanceREAD MORE,performance,Positive,iphone11
Best In Quality And Camera is Awesome Fast DeliveryREAD MORE,camera,Positive,iphone11
If you are a hardcore GamerStreamer then this device can disappoint you because its battery backup is not that good .READ,battery,Negative,iphone11
I really so happy tq so much Flipkart but battery is not goodREAD MORE,battery,Positive,iphone11
Camera is very awesomeREAD MORE,camera,Positive,iphone11
Battery drain problemREAD MORE,battery,Neutral,iphone11
Good phone for everybody just go and get it better at that price rangeREAD MORE,price,Positive,iphone11
Amazing camera with smooth touchREAD MORE,camera,Positive,iphone11
Battery not good only 3hours working properlyREAD MORE,battery,Negative,iphone11
Overall performance of the mobile is high notch and this was my first New Iphone i loved itREAD MORE,performance,Positive,iphone11
My sound quality is getting crack in high volumeREAD MORE,sound,Negative,iphone11
Excellent productVery good cameraGood bettryREAD MORE,camera,Positive,iphone11
Nice and best price I gotREAD MORE,price,Positive,iphone11
Nice phone camera are superREAD MORE,camera,Positive,iphone11
One prodect of this price segmentREAD MORE,price,Negative,iphone11
Awesome but network problem and some battery problembut awesome for BGMI and its camera just like beauty of princessREAD MORE,battery,Positive,iphone11
Awesome but network problem and some battery problembut awesome for BGMI and its camera just like beauty of princessREAD MORE,camera,Positive,iphone11
Outstanding phone looking soo amezing and good camera and battery my new i phone 11 READ MORE,battery,Positive,iphone11
Outstanding phone looking soo amezing and good camera and battery my new i phone 11 READ MORE,camera,Positive,iphone11
Awesome camera by appleREAD MORE,camera,Positive,iphone11
High performance deliver pREAD MORE,performance,Positive,iphone11
Camera lag issueCamera freez when i open randomlyIts very disappoint me READ MORE,camera,Negative,iphone11
Awesome cameraREAD MORE,camera,Positive,iphone11
Very good but bettery performance could be betterREAD MORE,performance,Positive,iphone11
Battery back up is not goodREAD MORE,battery,Negative,iphone11
"Good product, and nice camera nice futures",camera,Positive,iphone11
Heating and battery dropping while playing game worse than android phone in this prize rangeREAD MORE,battery,Negative,iphone11
DelightfulGreat productUpgraded from xr to 11After 1 month usage phone performance is very good and camera quality is very enhanced iPhone built quality is superb and its xdr display likes liquid very good displayREAD MORE,performance,Positive,iphone11
DelightfulGreat productUpgraded from xr to 11After 1 month usage phone performance is very good and camera quality is very enhanced iPhone built quality is superb and its xdr display likes liquid very good displayREAD MORE,display,Positive,iphone11
DelightfulGreat productUpgraded from xr to 11After 1 month usage phone performance is very good and camera quality is very enhanced iPhone built quality is superb and its xdr display likes liquid very good displayREAD MORE,camera,Positive,iphone11
Good look and awesome performance of iphoneREAD MORE,performance,Positive,iphone11
One of the most best and value for money phone under this price just loved it READ MORE,price,Positive,iphone11
OMG phone is bombastic design battery googREAD MORE,battery,Positive,iphone11
Apples 11 is best and camera is so much goodREAD MORE,camera,Positive,iphone11
Camera quality and night mood are dmmn excellent READ MORE,camera,Positive,iphone11
Hurre I am buying cheapest price iPhone 11Thankyou,price,Negative,iphone11
I so happy getting this iphone 11 performance is goodREAD MORE,performance,Positive,iphone11
Best in class Camera.READ MORE,camera,Positive,iphone11
Great Performance phone and better camera quality.,performance,Positive,iphone11
Great Performance phone and better camera quality.,camera,Positive,iphone11
Except Display Everything is performing amazinglyREAD MORE,display,Positive,iphone11
Battery backup is very poor but performance and camera is awesomeREAD MORE,battery,Neutral,iphone11
Battery backup is very poor but performance and camera is awesomeREAD MORE,performance,Neutral,iphone11
Battery backup is very poor but performance and camera is awesomeREAD MORE,camera,Neutral,iphone11
Excellent camera quality READ MORE,camera,Positive,iphone11
Good quality of product nice design and camera qualityREAD MORE,camera,Positive,iphone11
Such a awesome phone what a camera I love itREAD MORE,camera,Positive,iphone11
but we cant compare battery life with the Android phoneREAD MORE,battery,Neutral,iphone11
Good in this price.,price,Positive,iphone11
Good product and low price Only delivery time so long for 7 daysREAD MORE,price,Positive,iphone11
Camera Is awesomeREAD MORE,camera,Positive,iphone11
"phone with great performance, battery backup and superb display .Very nice product And timely product delivery by Flipkart .READ MORE",battery,Positive,iphone11
"phone with great performance, battery backup and superb display .Very nice product And timely product delivery by Flipkart .READ MORE",performance,Positive,iphone11
"phone with great performance, battery backup and superb display .Very nice product And timely product delivery by Flipkart .READ MORE",display,Positive,iphone11
Phone working smooth as a butterBut not satisfied with camera qualityREAD MORE,camera,Neutral,iphone11
"Camera quality supbb ,colour is also prettyREAD MORE",camera,Positive,iphone11
Great performance and battery backup is decent.,battery,Positive,iphone11
Great performance and battery backup is decent.,performance,Positive,iphone11
"Perfect camera, display and operating system.READ MORE",display,Positive,iphone11
"Perfect camera, display and operating system.READ MORE",camera,Positive,iphone11
"Love it, bt hitting problem Camera Quality Not So GOOD AS I accepted Performance Like Buttery Smooth.",performance,Neutral,iphone11
"Love it, bt hitting problem Camera Quality Not So GOOD AS I accepted Performance Like Buttery Smooth.",camera,Neutral,iphone11
Love u flipkart for bbd sale apple unbelievable priceREAD MORE,price,Positive,iphone11
Nice product and nice priceREAD MORE,price,Positive,iphone11
Best deal in affordable price,price,Positive,iphone11
Very fast software I like itREAD MORE,software,Positive,iphone11
Worrest mobile bobules prblm on displayREAD MORE,display,Negative,iphone11
Mobile awsome with price in 35kREAD MORE,price,Positive,iphone11
Phone display off not workingREAD MORE,display,Negative,iphone11
Very excellent performance and value priceREAD MORE,performance,Positive,iphone11
Very excellent performance and value priceREAD MORE,price,Positive,iphone11
Osm cameraREAD MORE,camera,Positive,iphone11
Excellent cameraREAD MORE,camera,Positive,iphone11
"Im expecting some e better front camera but my expectations isnt full filled , over all battery backup is very good back camera is excellent some issues in display in touching ratioREAD MORE",battery,Positive,iphone11
"Im expecting some e better front camera but my expectations isnt full filled , over all battery backup is very good back camera is excellent some issues in display in touching ratioREAD MORE",display,Positive,iphone11
"Im expecting some e better front camera but my expectations isnt full filled , over all battery backup is very good back camera is excellent some issues in display in touching ratioREAD MORE",camera,Positive,iphone11
"Excellent battery backup With excellent camera quality and excellent performance, I am extremely happy to use this mobile.",battery,Positive,iphone11
"Excellent battery backup With excellent camera quality and excellent performance, I am extremely happy to use this mobile.",performance,Positive,iphone11
"Excellent battery backup With excellent camera quality and excellent performance, I am extremely happy to use this mobile.",camera,Positive,iphone11
I like this product i will thanks to flipkart and his member for his delivery performance and good behaviour.,performance,Positive,iphone11
Best phone Under this priceREAD MORE,price,Positive,iphone11
"Nice mobile from iphone, camera performance is very good of this phoneREAD MORE",performance,Positive,iphone11
"Nice mobile from iphone, camera performance is very good of this phoneREAD MORE",camera,Positive,iphone11
"OSAM PHONE I WILL 5 star BEACAISE OF ITS PERFORMANCE MIND BLOWING PERFORMANCE WITH KILLER CAMERA,KILLER GAMING,WITH KILLER DESIGN ll I WILL SUGGEST YOU TO ONLY THIS PHONE ON THIS PRICE RANGE THANKS",performance,Positive,iphone11
"OSAM PHONE I WILL 5 star BEACAISE OF ITS PERFORMANCE MIND BLOWING PERFORMANCE WITH KILLER CAMERA,KILLER GAMING,WITH KILLER DESIGN ll I WILL SUGGEST YOU TO ONLY THIS PHONE ON THIS PRICE RANGE THANKS",camera,Positive,iphone11
"OSAM PHONE I WILL 5 star BEACAISE OF ITS PERFORMANCE MIND BLOWING PERFORMANCE WITH KILLER CAMERA,KILLER GAMING,WITH KILLER DESIGN ll I WILL SUGGEST YOU TO ONLY THIS PHONE ON THIS PRICE RANGE THANKS",price,Positive,iphone11
BIG BILLION DAY FOR GIVING ME IN LOWEST PRICEREAD MORE,price,Positive,iphone11
Charging and display are really good worth buying itREAD MORE,display,Positive,iphone11
and this fone amezing in lower price .,price,Negative,iphone11
My First iPhone Good battery life 1 day fullCamera Performance READ MORE,battery,Positive,iphone11
My First iPhone Good battery life 1 day fullCamera Performance READ MORE,performance,Positive,iphone11
My First iPhone Good battery life 1 day fullCamera Performance READ MORE,camera,Positive,iphone11
Purchased this phone after severe research on display radiation.,display,Positive,iphone11
Super best phone I love this phone this is best phone worth of priceREAD MORE,price,Positive,iphone11
So good camera quality I loved itREAD MORE,camera,Positive,iphone11
I like it performance,performance,Positive,iphone11
and I like it display quality and designREAD MORE,display,Positive,iphone11
Awesome camera and performance I loved itREAD MORE,performance,Positive,iphone11
Awesome camera and performance I loved itREAD MORE,camera,Positive,iphone11
Camera quality and battery backup is awesome.,battery,Positive,iphone11
Camera quality and battery backup is awesome.,camera,Positive,iphone11
facing Battery heating problem.,battery,Negative,iphone11
Awesome performance at best price pointREAD MORE,performance,Positive,iphone11
Awesome performance at best price pointREAD MORE,price,Positive,iphone11
Camera quality is ok not too good.,camera,Neutral,iphone11
This is the best budget iPhone ever with best camera and battery backup and special thing I like most that was its night camera photo quality.,battery,Positive,iphone11
This is the best budget iPhone ever with best camera and battery backup and special thing I like most that was its night camera photo quality.,camera,Positive,iphone11
Super disply nd cameraREAD MORE,camera,Positive,iphone11
Super phone at super priceREAD MORE,price,Positive,iphone11
"An huge upgrade for me from SE 1st gen, an excellent battery backup.",battery,Positive,iphone11
bought it especially for the camera and fully satisfied.,camera,Positive,iphone11
Battery backup not good okay phone niceREAD MORE,battery,Negative,iphone11
Supre camera super displayREAD MORE,display,Positive,iphone11
Supre camera super displayREAD MORE,camera,Positive,iphone11
Amazing battery performance and very smooth display .READ MORE,battery,Positive,iphone11
Amazing battery performance and very smooth display .READ MORE,performance,Positive,iphone11
Amazing battery performance and very smooth display .READ MORE,display,Positive,iphone11
The beautiful purple Colour of the phone is worth its priceLoved it.,price,Positive,iphone11
Excellent phone at this price.,price,Positive,iphone11
Camera quality is too goodREAD MORE,camera,Negative,iphone11
Your quality is best very nyc camera READ MORE,camera,Positive,iphone11
Amazing experience good camera quality smooth display but video not so stableREAD MORE,display,Positive,iphone11
Amazing experience good camera quality smooth display but video not so stableREAD MORE,camera,Positive,iphone11
Good camera and display.,display,Positive,iphone11
Good camera and display.,camera,Positive,iphone11
Camera quality is too good.,camera,Negative,iphone11
Still best in priceREAD MORE,price,Positive,iphone11
"Awesome product, battery is average otherwise Superb oneREAD MORE",battery,Positive,iphone11
Very nice product my phone is working perfectly fine and camera quality is unexpected .,camera,Positive,iphone11
The big thanks to Flipkart and seller for this excellent product in this price .,price,Positive,iphone11
"Superb iam happy with this, battery backup and camera awsome READ MORE",battery,Positive,iphone11
"Superb iam happy with this, battery backup and camera awsome READ MORE",camera,Positive,iphone11
India best phone in 30k battery back very good design and size very comfortable thanks FlipkartREAD MORE,battery,Positive,iphone11
Thanks FlipkartI am using i phone 11 last 10 daya the performance is very good READ MORE,performance,Positive,iphone11
"Just an Iphone nothing to say, best in everything performance, handy, processorREAD MORE",performance,Positive,iphone11
I like the colour and camera,camera,Positive,iphone11
Better performance for 1st iOS users READ MORE,performance,Neutral,iphone11
Its one of camera lens is blue in color and other is black.,camera,Negative,iphone11
Its camera performance isnt good even.,performance,Neutral,iphone11
Its camera performance isnt good even.,camera,Neutral,iphone11
Performance is also a bit slower as compared to iphonesREAD MORE,performance,Neutral,iphone11
Nice camera quality no compromise camera,camera,Positive,iphone11
Its my first iPhone and Im really glad to have this one in my hand with my hard earned money.just battery is not fair enough otherwise phone is awesome.,battery,Positive,iphone11
Best performance.,performance,Positive,iphone11
Powerfull processor and awesome cameraREAD MORE,camera,Positive,iphone11
Good camera good performanceREAD MORE,performance,Positive,iphone11
Good camera good performanceREAD MORE,camera,Positive,iphone11
Loved the phoneiphone is known for its better camera results and performance and this phone stands with itREAD MORE,performance,Positive,iphone11
Loved the phoneiphone is known for its better camera results and performance and this phone stands with itREAD MORE,camera,Positive,iphone11
To Much overheating issueREAD MORE,overheating,Negative,iphone11
Thank you flipkart for the amazing deal.camera is super cool.,camera,Positive,iphone11
Bought this in BBD sale at price of 30000.and I think it is good deal.,price,Positive,iphone11
"Product is very good in every criteria Display,Camera, processer etc.READ MORE",display,Positive,iphone11
"Product is very good in every criteria Display,Camera, processer etc.READ MORE",camera,Positive,iphone11
"Camera is awesome, battery will lost one day with regular use overall good product.",battery,Positive,iphone11
"Camera is awesome, battery will lost one day with regular use overall good product.",camera,Positive,iphone11
"Best camera, Speakers and awesome updates.",camera,Positive,iphone11
satisfied as a bought in offer priceREAD MORE,price,Positive,iphone11
Awesome phone and build quality is better more then expected apple is always top in all industries I really loved itREAD MORE,build quality,Positive,iphone11
At surreal priceREAD MORE,price,Neutral,iphone11
I buy a best BBD so price is very low so I am happyREAD MORE,price,Positive,iphone11
"Camera not up to the mark as expected from an iPhone, over heating issues while using video recording or charging, Would have been better to go for an Android phone of the same price range, it would have given better performance.",performance,Negative,iphone11
"Camera not up to the mark as expected from an iPhone, over heating issues while using video recording or charging, Would have been better to go for an Android phone of the same price range, it would have given better performance.",camera,Negative,iphone11
"Camera not up to the mark as expected from an iPhone, over heating issues while using video recording or charging, Would have been better to go for an Android phone of the same price range, it would have given better performance.",price,Negative,iphone11
Fabolous mobile with awesome camera and good battery backupREAD MORE,battery,Positive,iphone11
Fabolous mobile with awesome camera and good battery backupREAD MORE,camera,Positive,iphone11
Really happy for this product at this price range but battery quality was not so good as expected.,battery,Positive,iphone11
Really happy for this product at this price range but battery quality was not so good as expected.,price,Positive,iphone11
Superb camera quality and good battery pickupREAD MORE,battery,Positive,iphone11
Superb camera quality and good battery pickupREAD MORE,camera,Positive,iphone11
DISPLAY QUALITY IS NOT UPTO THE MARK.,display,Negative,iphone11
"Apart from battery backup by apple, rest everything is too notch as usual.",battery,Negative,iphone11
"Still better than android in 2022, in terms of performance and cameraREAD MORE",performance,Positive,iphone11
"Still better than android in 2022, in terms of performance and cameraREAD MORE",camera,Positive,iphone11
Bought in Bbd ok to experience iOS in this priceREAD MORE,price,Positive,iphone11
good color and received on time and the price was right tooREAD MORE,price,Positive,iphone11
Only one software update expected.to upgrade 4g to 5gREAD MORE,software,Negative,iphone11
Good phone all good only battery problemREAD MORE,battery,Positive,iphone11
Best performance for gamingREAD MORE,performance,Positive,iphone11
gud for its price segme6READ MORE,price,Neutral,iphone11
Best phone in this price range i getREAD MORE,price,Positive,iphone11
Best at priceREAD MORE,price,Positive,iphone11
Ordered on Sept 22nd midnight and got delivered on 24th September.whaoo.what an amazing phone.my 15 years dream became true.iphone 11 is simply amazing.updated to ios16 latest version.software experience is awesomREAD MORE,software,Positive,iphone11
Got it for a reasonable price.,price,Positive,iphone11
Even in 2022 this phone is a performance beast READ MORE,performance,Positive,iphone11
It sounds like a dream.,sound,Positive,iphone11
Amazing product with good camera picture quality and battery backup.,battery,Positive,iphone11
Amazing product with good camera picture quality and battery backup.,camera,Positive,iphone11
Good performance.,performance,Positive,iphone11
Osm camera very good love flipkart I need one moreREAD MORE,camera,Positive,iphone11
Problem in cameraREAD MORE,camera,Negative,iphone11
camera is greatREAD MORE,camera,Positive,iphone11
"My first IPhone after long time I buyed camera working is superb,operating performance was awesome READ MORE",performance,Positive,iphone11
"My first IPhone after long time I buyed camera working is superb,operating performance was awesome READ MORE",camera,Positive,iphone11
My product is many issue like phone bettry is low performance or changeREAD MORE,performance,Negative,iphone11
The iPhone 11 design is the best in all iphones Looking fantastic working performance good battery performance is also good camera is amazingREAD MORE,battery,Positive,iphone11
The iPhone 11 design is the best in all iphones Looking fantastic working performance good battery performance is also good camera is amazingREAD MORE,performance,Positive,iphone11
The iPhone 11 design is the best in all iphones Looking fantastic working performance good battery performance is also good camera is amazingREAD MORE,camera,Positive,iphone11
Better Camera Best performance Good BatteryREAD MORE,battery,Positive,iphone11
Better Camera Best performance Good BatteryREAD MORE,performance,Positive,iphone11
Better Camera Best performance Good BatteryREAD MORE,camera,Positive,iphone11
Nice phone camera quality goodAYAZREAD MORE,camera,Positive,iphone11
Battery drain very fast.,battery,Negative,iphone11
"Phone overheating when playing gameBgmi, cod,READ MORE",overheating,Negative,iphone11
Beat display best camera best performance everything is best under the price segmentREAD MORE,performance,Positive,iphone11
Beat display best camera best performance everything is best under the price segmentREAD MORE,display,Positive,iphone11
Beat display best camera best performance everything is best under the price segmentREAD MORE,camera,Positive,iphone11
Beat display best camera best performance everything is best under the price segmentREAD MORE,price,Positive,iphone11
The liquid screen is nice and its battery is in good condition .,battery,Positive,iphone11
Very nice camera and smotth in processingREAD MORE,camera,Positive,iphone11
Awesome for this price rangeREAD MORE,price,Positive,iphone11
"NGL still one of favourite,so smooth and the design and performance are too levelREAD MORE",performance,Positive,iphone11
Lights camera action.all 1010READ MORE,camera,Positive,iphone11
Networking is not good and battery is not working wellREAD MORE,battery,Negative,iphone11
Awesome phone in price rangeREAD MORE,price,Positive,iphone11
Supar phon nice cameraREAD MORE,camera,Positive,iphone11
This is amazing I phone Camera and performance is really awesome.,performance,Positive,iphone11
This is amazing I phone Camera and performance is really awesome.,camera,Positive,iphone11
"Awesome product, brilliant camera, amazing performance.",performance,Positive,iphone11
"Awesome product, brilliant camera, amazing performance.",camera,Positive,iphone11
Overall good but battery problem is same.,battery,Neutral,iphone11
It is much better than any mobile in this price range.,price,Positive,iphone11
Camera is amazing.,camera,Positive,iphone11
Best as according price READ MORE,price,Positive,iphone11
You can buy this product very good performance I love this product READ MORE,performance,Positive,iphone11
Battery quailty lowREAD MORE,battery,Negative,iphone11
Camera also good.,camera,Positive,iphone11
camera quality is averageREAD MORE,camera,Neutral,iphone11
"Great phone in this price rangecamera is good,decent battery backup If u r switching from android then the main concern is there is no app lock and dual space .READ MORE",battery,Positive,iphone11
"Great phone in this price rangecamera is good,decent battery backup If u r switching from android then the main concern is there is no app lock and dual space .READ MORE",camera,Positive,iphone11
"Great phone in this price rangecamera is good,decent battery backup If u r switching from android then the main concern is there is no app lock and dual space .READ MORE",price,Positive,iphone11
Supper deal.got at awesome price with great Bank offer.,price,Positive,iphone11
Display of the phone is pretty good.,display,Positive,iphone11
Performance is excellent and the optimization is fantastic.,performance,Positive,iphone11
Awesome camera.,camera,Positive,iphone11
"Performance is awesome, good camera and ok ok battery performance.",battery,Positive,iphone11
"Performance is awesome, good camera and ok ok battery performance.",performance,Positive,iphone11
"Performance is awesome, good camera and ok ok battery performance.",camera,Positive,iphone11
This camera quality is very niceThis colour quality is very niceREAD MORE,camera,Positive,iphone11
Amazing cameraREAD MORE,camera,Positive,iphone11
Good Camera Nice Display Bought It Under 30K In Sale .Nice Phone,display,Positive,iphone11
Good Camera Nice Display Bought It Under 30K In Sale .Nice Phone,camera,Positive,iphone11
Under This PriceREAD MORE,price,Positive,iphone11
Battery backup is very poor.,battery,Negative,iphone11
Good except CameraREAD MORE,camera,Neutral,iphone11
Battery draining too fast.,battery,Negative,iphone11
camera average.,camera,Neutral,iphone11
Amazing experience in this price pointREAD MORE,price,Positive,iphone11
Good performance haREAD MORE,performance,Positive,iphone11
Fantastic product at the best ever price by FlipkartREAD MORE,price,Positive,iphone11
CAMERA QUALITY BETTER THAN IPHONE 12BATTERY BACKUP VERY GOODREAD MORE,battery,Positive,iphone11
CAMERA QUALITY BETTER THAN IPHONE 12BATTERY BACKUP VERY GOODREAD MORE,camera,Positive,iphone11
Very good quality of camera and screen.also very good features available on the iPhone.just awesome.READ MORE,camera,Positive,iphone11
Nice phone under 28k camera performance all okREAD MORE,performance,Positive,iphone11
Nice phone under 28k camera performance all okREAD MORE,camera,Positive,iphone11
Some Cons i will mention because everything is all good No 5 gLcd display panelNo ceramic shield for front glassREAD MORE,display,Neutral,iphone11
Best in this price i loved itREAD MORE,price,Positive,iphone11
Happy with the exchange service too overall performance of the device is good thanks,performance,Positive,iphone11
Camera is awesomeREAD MORE,camera,Positive,iphone11
Very good product camera si bast all bastREAD MORE,camera,Positive,iphone11
Superb performance.100 value for money READ MORE,performance,Positive,iphone11
Such a brilliant phone in this price range.,price,Positive,iphone11
Camera quality awesomeREAD MORE,camera,Positive,iphone11
Amazing experience and amazing performanceREAD MORE,performance,Positive,iphone11
CAMERA IS GOOD THE PERFORMANCE IS ALSO GOOD,performance,Positive,iphone11
CAMERA IS GOOD THE PERFORMANCE IS ALSO GOOD,camera,Positive,iphone11
This I phone 11 is awesome in would be recommended everyoneThat camera is fabulousREAD MORE,camera,Positive,iphone11
Camera is osm READ MORE,camera,Neutral,iphone11
Love this product camera quality is best but battery performance is not very good but its ok its provide us a 78 hours backup.,battery,Positive,iphone11
Love this product camera quality is best but battery performance is not very good but its ok its provide us a 78 hours backup.,performance,Positive,iphone11
Love this product camera quality is best but battery performance is not very good but its ok its provide us a 78 hours backup.,camera,Positive,iphone11
Nice phone performance is goodREAD MORE,performance,Positive,iphone11
Good product camera quality best in bestREAD MORE,camera,Positive,iphone11
Nice price rate in big billeans dayREAD MORE,price,Positive,iphone11
Osm Phone is Awesome Camera This One Loveit iPhoneREAD MORE,camera,Positive,iphone11
Syk product awesome performanceREAD MORE,performance,Positive,iphone11
Awesome Product at an great Price.,price,Positive,iphone11
Phone is Amazing in this price dont think too much just go for it READ MORE,price,Positive,iphone11
Exellent performanceREAD MORE,performance,Positive,iphone11
Awesome phone.camera is too good.,camera,Positive,iphone11
It is very good deal in this price list.,price,Positive,iphone11
"The product is good but it does not belong to 2022, if someone need a iphone for normal purpose with good camera then go for this and also this is 4G phone.",camera,Neutral,iphone11
Best phone in this priceBest performanceREAD MORE,performance,Positive,iphone11
Best phone in this priceBest performanceREAD MORE,price,Positive,iphone11
Display blinking READ MORE,display,Negative,iphone11
Camera Sounds good in this price category2.,camera,Positive,iphone11
Camera Sounds good in this price category2.,price,Positive,iphone11
Camera Sounds good in this price category2.,sound,Positive,iphone11
"Display Suprise to use it, more brighter in low lighting3.",display,Positive,iphone11
Sound Louder and clear Sound compared to Android4.,sound,Positive,iphone11
camera and performance r very nice.,performance,Positive,iphone11
camera and performance r very nice.,camera,Positive,iphone11
"Excellent design great performance Best deal on BBD Sale, thanks",performance,Positive,iphone11
And thank you for the best ever price you gave.,price,Positive,iphone11
This phone is really Good and got it in such a reasonable priceREAD MORE,price,Positive,iphone11
Great phone at great price.,price,Positive,iphone11
Battery and display is also very very awesome.,battery,Positive,iphone11
Battery and display is also very very awesome.,display,Positive,iphone11
Nice camera.,camera,Positive,iphone11
Superb performance READ MORE,performance,Positive,iphone11
Love flipkart for osm priceREAD MORE,price,Positive,iphone11
Best in performance and camera.,performance,Positive,iphone11
Best in performance and camera.,camera,Positive,iphone11
The LCD display is there which is outdated and is the only drawback of this phone.,display,Neutral,iphone11
Good at this price pointREAD MORE,price,Positive,iphone11
Camera is very good.,camera,Positive,iphone11
"When i update software, it was heavily heatedREAD MORE",software,Negative,iphone11
It Is unbelievable Price of iPhone,price,Positive,iphone11
Very nice product All over performance is excellent READ MORE,performance,Positive,iphone11
Good Phone Excellent Battery Good Display Excellent CameraREAD MORE,battery,Positive,iphone11
