product,review
iphone11,Loved itREAD MORE
iphone11,Awesome product 😍READ MORE
iphone11,Problem in micREAD MORE
iphone11,Very good phone. Low priceREAD MORE
iphone11,I loved it !READ MORE
iphone11,NiceREAD MORE
iphone11,It was nice and battery back up is good as compared to old iPhone modelsREAD MORE
iphone11,ExcellentREAD MORE
iphone11,Nice product with this range 👍Battery life is good . Camera is asomeREAD MORE
iphone11,Nice products i love white colour i phone it's look cool ❤️.READ MORE
iphone11,While receiving callsHanging problems several timesREAD MORE
iphone11,Switched from iPhone 6 iPhone 11 and it’s awesome 💥❣️READ MORE
iphone11,Iphone you are the awesome champ boy 👍READ MORE
iphone11,Value for moneyREAD MORE
iphone11,GoodREAD MORE
iphone11,Best iPhone in this price range.If you are thinking to switch from Android to ios this iphone is the one you should go for.Best experience till now in every aspect 1.Camera 2.Battery3.Performance4.Overall built of the DeviceEverything is AwesomeREAD MORE
iphone11,"Good , price highREAD MORE"
iphone11,Excellent service and good productREAD MORE
iphone11,Good phone and i will first time buy i phoneREAD MORE
iphone11,Just go for it!!READ MORE
iphone11,It's good product and camera is also awesome.🙂READ MORE
iphone11,Fast delivery and good productREAD MORE
iphone11,Perfect mobile in this range Value for money Perfect camera & battery alsoREAD MORE
iphone11,Nice phone but not value for moneyREAD MORE
iphone11,"I was bit worried about iPhone at such a low price, however received good and new piece from the seller. If you are an Android user, you might not like the iPhone keyboard. Also, being 12mp camera don’t expect to compare it with Android flagship phones. With Dr. Fone software you can transfer WhatsApp data. I took video of unboxing in-front of the delivery agent with a reason you would be aware with. Thanks Flipkart for delivering on-time and following thereafter to check for any issues with ...READ MORE"
iphone11,Nice iPhoneGreat DealREAD MORE
iphone11,"no words this beauty..what a performance..no can beat in price segment, finally blindly go for it. you will never disappointREAD MORE"
iphone11,Good product from apple but why charger and earphone are missing ?READ MORE
iphone11,Best Iphone In this Price range.Don’t be so confuse just close your eyes and Place the Order 🔥READ MORE
iphone11,Product is goodBut delivery is too letREAD MORE
iphone11,My first iPhone and it feels great. If you are looking for better camera then go for pro version. I would recommend everyone who wants to use for the first time or coming from the older version and don’t have the budget for pro.READ MORE
iphone11,Excellent product..... excellent delivery and competitive pricing.READ MORE
iphone11,Very niceREAD MORE
iphone11,Stunning.. Absolutely loving it.READ MORE
iphone11,Value for moneyREAD MORE
iphone11,"1. The product packaging is good.2. The product was delivered on time.3. The display is excellent.4. The battery doesn't last for more than 4-5 hours.5. The phone got heat up while charging.6. The phone is pretty smooth.7. For 1st time user you have to buy your iphone charger in advance, as you will not get one from it.8. Camera quality is average.9. Build quality is good.10. Face lock/ unlock is very fast.READ MORE"
iphone11,OutstandingREAD MORE
iphone11,Nice product delivered by FlipkartREAD MORE
iphone11,NiceREAD MORE
iphone11,i phone 11 is the best mobile and delivery of flipcart is good. thanks to flipcart but on exchange offer they reduce the price as shown earlier for a minor scratch so there is no benefit of exchanging mobile on flipcartREAD MORE
iphone11,"Awesome iPhone, very fast, amazing Camera, Superb Battery LifeREAD MORE"
iphone11,"Although the phone display is 720p but it doesnt effect users.The camera qualitiy us gud ,battery backup is alsi good.If u are confused about color trust me go for white it looks premium and basicREAD MORE"
iphone11,Vibration is not working in my phone what can i doooREAD MORE
iphone11,Awesome mobile value for moneyREAD MORE
iphone11,My first ios🥺 dream phone❤️READ MORE
iphone11,I bought this phone for my wife in 2021. Now this can not be practical with any android phone to buy it after 1.5 year of release but with Iphone and Apple things are completely different like I can confidently recommend this phone to anyone and the person whoever will buy it will definitely feel his/her hard earned money is spent well.READ MORE
iphone11,Amazing' phone i gifted to my brother ..he loved itREAD MORE
iphone11,Loved itREAD MORE
iphone11,Awesome product... I loved itREAD MORE
iphone11,It's a wonderful phone with power packed performance. Battery life is outstanding. Only negative part is Apple should not focus on making money on small accessories like charging adapter & EarPods. It should be included within the box.READ MORE
iphone11,Speaker not work properlyREAD MORE
iphone11,Great camera and good looking phone.READ MORE
iphone11,ALL OK AND 100% QUALITY MOBILE I GOT THIS PHONE FOURTY FOUR THOUSAND NINE HUNDRED NINTY RUPEES ALL FEATURES GOOD ONLY ISSUE DELIVERY BOY E KART BEHAVIOURREAD MORE
iphone11,nice phone.READ MORE
iphone11,Most adorable flagship phoneREAD MORE
iphone11,Fabulous phone i want recommended to all iPhone loversREAD MORE
iphone11,NiceREAD MORE
iphone11,"This is my first iPhone after 10 years of Android. Everything is balanced in this phone (camera,sound,haptics). Display is good for most users but oled is always better than lcd. But I’ve headaches from oled flickering so I go for this phone.READ MORE"
iphone11,Best mobileREAD MORE
iphone11,An awesome phone with the best in class camera & experience.READ MORE
iphone11,Display some bedREAD MORE
iphone11,Came with no defects.READ MORE
iphone11,"Awesome iPhone 11 best phone i purchase in 47,000/-READ MORE"
iphone11,What can I say iam in loveREAD MORE
iphone11,Awesome phoneREAD MORE
iphone11,Best iPhoneREAD MORE
iphone11,Just go for it .... It's amazing and superfast .READ MORE
iphone11,Lovely mobile ...go for itREAD MORE
iphone11,Amazing productREAD MORE
iphone11,LoveREAD MORE
iphone11,GoodREAD MORE
iphone11,Good pricing and quick delivery . Charger and earpod are not provided. Quite disappointedREAD MORE
iphone11,"Has  heating issue, i just brought yesterday, heats up just after using for 10 minutes.READ MORE"
iphone11,Mobile is switching off automatically while setting up there is no option for exchange.. very bad experience with FlipkartREAD MORE
iphone11,"Ignore the negative reviews and buy with confidence, the phone awesomeREAD MORE"
iphone11,Performance Battery Camera is okBut deeply unhappy for not providing charger.like Brazil india should fine apple for not providing charger.READ MORE
iphone11,Worst experience from Flipkart After receiving my phone the product . It lags so much and heat up like fire while charging . And they don’t show replacement option . Never gonna bye from FlipkartREAD MORE
iphone11,Awesome value for money performance is smooth.Received brand new box nice packing original device.READ MORE
iphone11,OsmeREAD MORE
iphone11,Definately worth the prizeREAD MORE
iphone11,NiceREAD MORE
iphone11,Awesome product very happyREAD MORE
iphone11,Value for moneyREAD MORE
iphone11,It's awesome iphone 11 also camera is good qualityREAD MORE
iphone11,"Product is nice, but it's little difficult for Android users, bcoz you can't take your what's app backup, apart from this all fineREAD MORE"
iphone11,"If you don't have an iPhone,well, you don't have an iPhone.READ MORE"
iphone11,Best phoneREAD MORE
iphone11,Excellent phoneREAD MORE
iphone11,AwesomeREAD MORE
iphone11,Nice productREAD MORE
iphone11,It's a best phone everREAD MORE
iphone11,"At first you will question the sub par display quality but with time you will get used to it because the user experience it offers is exceptional. I was using Galaxy S8 since 3 years and this upgrade has been marvelous so far. The device is blazing fast, with gripping iOS ambiance and an incredible camera set-up.READ MORE"
iphone11,Excellent mobile phoneREAD MORE
iphone11,Best mobileREAD MORE
iphone11,Satisfactory .READ MORE
iphone11,Excellent phones..and specially color is the unique..READ MORE
iphone11,NiceREAD MORE
iphone11,One day delivery.... awesomeREAD MORE
iphone11,Product is excellent.  And delivery boy was also very good in nature. A very humble guy .READ MORE
iphone11,Best camera quality Battery backup excellent Awesome😊👍👍 phoneREAD MORE
iphone11,Worth every penny hats off to Apple.Go for it blindly.READ MORE
iphone11,Beautiful ❤️ and it is awesomeREAD MORE
iphone11,Very good product and the service the seller provided is also very goodREAD MORE
iphone11,Great phone with great camera and performance.READ MORE
iphone11,Awesome product by apple ... thank u FlipkartREAD MORE
iphone11,Best phoneREAD MORE
iphone11,"My 25th birthday gift... it was a dream for me. I love the looks , camera, battery.. will review it letter after using few months.READ MORE"
iphone11,It’s awesome experience. I did switch to iPhone 7 to 11. Great gadget ♥️♥️READ MORE
iphone11,Probably better than 12 having used bothREAD MORE
iphone11,SuperREAD MORE
iphone11,World best mobile 😍😍READ MORE
iphone11,nice stuff..Must buyREAD MORE
iphone11,Classy lookREAD MORE
iphone11,Nice product.i phone is original.exellent performance.and if you are confused between the I phone xr and 11 and budget is low then go for xr because it is offering adapter and earphones plus there are not much differences between the both.you will have to buy 20w adapter separately that would be 10 times faster than the original used to come with iPhone 11.#goforitREAD MORE
iphone11,Worth it.READ MORE
iphone11,"The product comes with a good packaging,READ MORE"
iphone11,BestREAD MORE
iphone11,Great productREAD MORE
iphone11,I phone 11 excellentREAD MORE
iphone11,The only thing which is special in this is that it's iphoneREAD MORE
iphone11,My dream is true thanks flipkartREAD MORE
iphone11,Go for itREAD MORE
iphone11,I’m continuing iphone user and this upgrade me n my iso experience more love this 🍎READ MORE
iphone11,Best qualityREAD MORE
iphone11,All goodREAD MORE
iphone11,Overall Aww.. my 1st ever apple device.READ MORE
iphone11,Some time phone will hit automatically but all performance are good ...btry backup is goodREAD MORE
iphone11,Nice And Value For MoneyREAD MORE
iphone11,good productREAD MORE
iphone11,Love this phone😍😍READ MORE
iphone11,Delivery is fast... ThanksREAD MORE
iphone11,Awesome phone as always from AppleREAD MORE
iphone11,Amazing phone with great camera.I am very happy with its camera performance.READ MORE
iphone11,Value for moneyREAD MORE
iphone11,Awesome productREAD MORE
iphone11,Camera is awesome man including performanceREAD MORE
iphone11,AwesomeREAD MORE
iphone11,AverageREAD MORE
iphone11,Awesome phone... Color look so classy and elegant.... Camera quality is good...READ MORE
iphone11,Display can be betterREAD MORE
iphone11,Best mobile in iPhone series.READ MORE
iphone11,NiceREAD MORE
iphone11,"My first iphone. Decent camera, awsm battery life, and best in gamingREAD MORE"
iphone11,Product received in excellent Condition I using it for when i purchased this phone no complain.There is no hands free and also adapter.i received only Type c cable.READ MORE
iphone11,Good camera good backupREAD MORE
iphone11,The iphone 11 comes with nostalgic design and had a powerful chip set. The perfect camera for photography.READ MORE
iphone11,AwesomeREAD MORE
iphone11,Best mobile phoneREAD MORE
iphone11,Not badREAD MORE
iphone11,Happy with the productREAD MORE
iphone11,It's iphone everyone knows about it there is nothing more to describe it but i want to add little bit it's just WOOW.. it's bestestREAD MORE
iphone11,"Great delivery within two hours, thanks FlipkartREAD MORE"
iphone11,NiceREAD MORE
iphone11,Mad touch processor. Excellent experience. Never have used a phone like this.READ MORE
iphone11,Very nice performance. Battery backup is really awsm.READ MORE
iphone11,Always an iPhone fan. Lot of hidden features in camera and other settings. Red colour is hot and sexy 😘. Just hate the battery life of all iPhones.😡...READ MORE
iphone11,Loved itREAD MORE
iphone11,Excellent Performance but battery not expected as other premium mobileREAD MORE
iphone11,Battery draining too quick. Asked for replacementREAD MORE
iphone11,"As always awesome product by apple , performance is great as A13 can do any job u throw at it. but if u want to game and continuous watch netflix / youtube then battery backup is not par to the price of mobile, average battery lifeREAD MORE"
iphone11,awesome phoneREAD MORE
iphone11,Heating issues with the phone. Battery is not up to the mark as u expect from a iPhoneREAD MORE
iphone11,A very good product.READ MORE
iphone11,Great purchaseREAD MORE
iphone11,"Nice phone, decent battery backup overall camera is good but there should be more features needed in the camera.READ MORE"
iphone11,I am Hapi to iPhone 11READ MORE
iphone11,Apple products need no descriptionThanks to flipkart for timely delivery and great offersREAD MORE
iphone11,Thanks to flipkart very fast service by flipkart thank you flipkartREAD MORE
iphone11,Quick delivery the phone is wowREAD MORE
iphone11,Love itREAD MORE
iphone11,Love itREAD MORE
iphone11,awesome productREAD MORE
iphone11,NiceeeREAD MORE
iphone11,bad bettery backup charge 2 time a dayREAD MORE
iphone11,Just AmazingREAD MORE
iphone11,"Pretty good so far, will add on after using few months.READ MORE"
iphone11,Excellent phoneREAD MORE
iphone11,Best phoneREAD MORE
iphone11,Ultimate useREAD MORE
iphone11,I bought first time iOS device and i got to know its value for money. Amazing tech.READ MORE
iphone11,All over good but one time phone is automatically restartREAD MORE
iphone11,Good mobileREAD MORE
iphone11,GoodREAD MORE
iphone11,"iPhones are worth every penny, they are expensive and make a hole in your pocket but once you start using the phone you’ll definitely like it!READ MORE"
iphone11,"Product recived in perfect condition, packing box of flipkart was loose kind of opened. Not sealed properly as the cosly fone. Fone is brand new indeed now doubt,  value for money. Delivered next day.Cheaper than iphone storeDo dare to buy from here according to my experience.READ MORE"
iphone11,Awesome camera qualityREAD MORE
iphone11,Awesome phone n thanks to fir gt it with dirt cheap price :)READ MORE
iphone11,"This is my first fir iPhone. I must say, the feeling is totally amazing.READ MORE"
iphone11,Just buy it. Don't have to think twice.READ MORE
iphone11,Best phoneREAD MORE
iphone11,Everything is good but unable to use some apps which are already used in android phone such as Ok Credit & walnut. True caller is also not functioning as on android.READ MORE
iphone11,WoowREAD MORE
iphone11,One was delivered in just one day super fast speed. They even opened the box and checked for any damages I false product Nice initiative by FlipkartREAD MORE
iphone11,Star phoneREAD MORE
iphone11,I have no words for you.READ MORE
iphone11,OkREAD MORE
iphone11,OkREAD MORE
iphone11,Genuine product. Loved it. Thank u flipkart!!READ MORE
iphone11,Best phone is this price.READ MORE
iphone11,Adorable just say wow after buying it .READ MORE
iphone11,Awesome phoneREAD MORE
iphone11,GoodREAD MORE
iphone11,The phone is just brilliant..I moved from an iphone 6s..The jump is huge..Delivery was right on time with a super sealed pack..Thanks flipkartREAD MORE
iphone11,Best handset. Iphone 11.  128 gbREAD MORE
iphone11,Awesome and fast delivery thank u so muchREAD MORE
iphone11,Not bad its GoodREAD MORE
iphone11,"Good Choice Of Mobile Awesome Performance And Over all ""All IS WELL""READ MORE"
iphone11,Value for money...battery backup better than 12READ MORE
iphone11,WorthyREAD MORE
iphone11,Superb product and very good delivery thanks to FlipkartREAD MORE
iphone11,After using s10 plus I bought this iphone. Both are working perfectlyREAD MORE
iphone11,GreatREAD MORE
iphone11,Best deal everREAD MORE
iphone11,Outstanding no more wordsREAD MORE
iphone11,Very sleek and premium looking phone which has peek performance and best of the class cameraREAD MORE
iphone11,Fully safe to order and this was the first time I bought a iPhone and the first impression in all fields was excellentREAD MORE
iphone11,I am very happy 🥰🥰🥰🥰READ MORE
iphone11,Awesome😍😍READ MORE
iphone11,"Very nice product, happy with this productREAD MORE"
iphone11,One word defined the phone “amazing “READ MORE
iphone11,Nice.. Product... The delivery guy was very gentle.READ MORE
iphone11,"Awesome mobile, it fulfil my wishREAD MORE"
iphone11,Very very niceREAD MORE
iphone11,"Excellent product , I m loving itREAD MORE"
iphone11,Bit heating issue!!! performance wise top notch phoneREAD MORE
iphone11,Super quality worth every penny...Loved it❤️READ MORE
iphone11,Great product. Performance of the phone is up there with a iPhone12.Worth it.READ MORE
iphone11,It got everything you need in a phone Pros - 1 best camera 2 best performance3 best battery lifeCons1 Lcd display could be better2 little bit priceyREAD MORE
iphone11,Superb Flipkart next day delivery ....and i like it ..awesomeREAD MORE
iphone11,Osm mindblowing phoneREAD MORE
iphone11,Thanx to flipkart for really fast delivery and the performance is very goodREAD MORE
iphone11,It's a gr8 product but fill need to improve their packagingREAD MORE
iphone11,nice got the product within 2 days its awsome camera quality is awesome loved the product👍READ MORE
iphone11,Superb phoneREAD MORE
iphone11,Superb phoneREAD MORE
iphone11,Superb phoneREAD MORE
iphone11,Awesome phone..READ MORE
iphone11,Recived a product which was manfactured a month ago!!AmazingREAD MORE
iphone11,Go for it 👌🏼READ MORE
iphone11,Iphone 11 is lit🔥READ MORE
iphone11,Camera is super cool. And looks is great. Go for it guys.READ MORE
iphone11,Genuine productREAD MORE
iphone11,Classy product...!READ MORE
iphone11,Obvious iphone is best in overall performance but rate is a big issue you purchase in high range and after some days you will see to much difference between current rate and buying rateREAD MORE
iphone11,AwesomeREAD MORE
iphone11,Money worth product & I love this colour. Thank u flipkart.READ MORE
iphone11,Simply loved itREAD MORE
iphone11,The mobile was good. The changing point in the mobile was not able to change and can not use the headphones within a week of usage. Now using wireless charger.READ MORE
iphone11,Best product at best priceREAD MORE
iphone11,Great phoneREAD MORE
iphone11,It’s my 1st IPhone & I m so Happy with it. It really feels premium. The camera quality is Superb.Loving It😍😍READ MORE
iphone11,"Origional, rest apple u can unferstand.READ MORE"
iphone11,good iphone i love itREAD MORE
iphone11,The quality of charger is so poorREAD MORE
iphone11,Super productREAD MORE
iphone11,Please don't buy from FlipkartMy phone got auto off while using is unable to switch on.It's just 7 days old.READ MORE
iphone11,Really beastREAD MORE
iphone11,Awesome device.... Perfect for gaming... battery life is good.READ MORE
iphone11,Truely Awesome Phone..READ MORE
iphone11,In this price not goodREAD MORE
iphone11,Superb phoneREAD MORE
iphone11,NiceREAD MORE
iphone11,"Superman delivery by Flipkart even during lockdown, kudos to you guy’s. What else do you expect from Apple flagship, everything is great except for a mediocre yet great display considering price.READ MORE"
iphone11,ONE OF THE SUPERB PHONE I AM USING. ANDROID TO IOS wowwREAD MORE
iphone11,good haiREAD MORE
iphone11,Crazy camera and love the phoneREAD MORE
iphone11,It a great product. Value for money.READ MORE
iphone11,OsmREAD MORE
iphone11,Superbb phoneREAD MORE
iphone11,Good ProductREAD MORE
iphone11,#brillient camera#high performance#good battery backup#0 to 100% charging took 3.30 hours with 5w charger#while using camera mobileheat issue#no hanging issueREAD MORE
iphone11,It’s heat to much & not value for money & another thing if your bettry is 60 or 70% it will start heating then your bettry will low or switch offREAD MORE
iphone11,One of the best entry level iphoneREAD MORE
iphone11,"Great entry level iphone, albeit at a higher price.READ MORE"
iphone11,The product is nice but the delivery was 5 days than the promised date.READ MORE
iphone11,Grtt looks & totally worth ittValue for moneyyThnxx flipkart for all your services 😍READ MORE
iphone11,Worth every penny! Amazing camera with amazing performance.  Go with it without any doubt 💥READ MORE
iphone11,I am first te apple user  and 1st day was very confusing but send day easy to use for me and found many type if type function do really want this so i am very glad to buy really like itREAD MORE
iphone11,Awesome product from APPLEREAD MORE
iphone11,Nice to go for who loves apple productsREAD MORE
iphone11,Nice productREAD MORE
iphone11,Good One..READ MORE
iphone11,An Awesome phone with the best in class camera and experience.Red is the colour!!!!!!!READ MORE
iphone11,good but price is too highREAD MORE
iphone11,This my first iPhone.. I am very satisfied with the performance and other features of this phone.READ MORE
iphone11,I love I phoneREAD MORE
iphone11,If you have ever used amoled display then you will feel difference in display otherwise everything is great. Heating issue is there when playing pubg.READ MORE
iphone11,One of the Best iphone in 2020READ MORE
iphone11,Perfect mobile phone.READ MORE
iphone11,My first iphone.......but it is a best phone ever.....best performance......best battery lifeREAD MORE
iphone11,Nice product as of nowREAD MORE
iphone11,My first iPhone. I have upgraded from Android to iOS . I like the performance of iOS which is value for money.READ MORE
iphone11,Its good to usedREAD MORE
iphone11,Amazing and unbelievable night pics.  Buttery smooth interface as expected . And looks gorgeous. Animojis are cool. But there's isn't practically anything  it does  better than an android device with Snapdragon 855 (6GB RAM) or above (except night shots).READ MORE
iphone11,This is my third iPhone.. Flipkart delivered this phone on time as promised.. happy to have this phone...READ MORE
iphone11,This is my first i phone but I'm happy with the ios...though cost is bit higher and put stress on pocket but kts worthyREAD MORE
iphone11,Battery backup is very good and lightning fast performance look is excellent value for moneyREAD MORE
iphone11,I shifted from iphone 6s to iphone 11...its very awesome....no one can match iPhone camera...battery backup is too good...and sound quality is very clear and loudREAD MORE
iphone11,AwsmmmREAD MORE
iphone11,Overall good. Battery performance is bad.READ MORE
iphone11,"What to say, it's apple. There are one plus, Samsung's etc etc. Apple is GOD.everything is.so simple and most important everything works like charm.READ MORE"
iphone11,Best for pubgREAD MORE
iphone11,Apple is my first loveREAD MORE
iphone11,Best Iphone ever😍😍😍.. Battery is great ..Camera is awesome..READ MORE
iphone11,always up for apple go for it.❤️🙏READ MORE
iphone11,Screen quality is not good as compared to iPhone XREAD MORE
iphone11,Its a fantastic Device in the iphone list. Tough machine giving out the maxi performance which a typical iphone user will expect.READ MORE
iphone11,So Beautiful and dashing..READ MORE
iphone11,First step in the iOS ecosystem. A pleasant feeling at first look and feel. Hope this will be an awesome experience.READ MORE
iphone11,Nyc phone this rangeREAD MORE
iphone11,Love it!!!READ MORE
iphone11,Very great and faster phoneREAD MORE
iphone11,"Good ontime delivery by flipkart, Product is awesome.READ MORE"
iphone11,Worth for money..!READ MORE
iphone11,No local shops have this device only you flipkart.  ThanksREAD MORE
iphone11,Excellent gadget. I will not leave this phone alone as it is so costly! :PREAD MORE
iphone11,"A bit let down in display otherwise camera,performance is superb.superb battery life. Someone who prefer to use phone for 2 years without any issues,iphone 11 is the answerREAD MORE"
iphone11,Awsome 👌👌READ MORE
iphone11,Good phone all up to brandREAD MORE
iphone11,Upgraded from iPhone X.It was a worth upgrade!READ MORE
iphone11,SuperREAD MORE
iphone11,"Wataa Phone ,,wata performance ,no words..READ MORE"
iphone11,Performance as expected from any iPhone. Hassle free pickup of my old iPhone. Excellent exchange price compared to Amazon.READ MORE
iphone11,Value for money productREAD MORE
iphone11,I Like this Phone must buy. Fast Delivery Thank you. Flipkart and IPhone.READ MORE
iphone11,Nice phoneREAD MORE
iphone11,Calling sensor not work perfectlyREAD MORE
iphone11,Very fineREAD MORE
iphone11,"Good buy, battery would have been better . But performance of phone is top class.READ MORE"
iphone11,"Charging not working, faulty mobileREAD MORE"
iphone11,No need  I thinkREAD MORE
iphone11,"Super phone , working fine , value for money. Good battery backup.READ MORE"
iphone11,Received a used product that too a different colorREAD MORE
iphone11,Awesome Phone😍😍READ MORE
iphone11,GoodREAD MORE
iphone11,"Good camera , performance and design . Best phone from apple.READ MORE"
iphone11,NiceREAD MORE
iphone11,It's awesome..READ MORE
iphone11,Awsm mobile 😍😍READ MORE
iphone11,Great phone but cost is too high don’t know when it will decrease please decrease costREAD MORE
iphone11,"Iphone is top of the world,but flipkart delivery timing is worstREAD MORE"
iphone11,i phone no commentREAD MORE
iphone11,I phone is always goodREAD MORE
iphone11,"It's Genuine Original Product.No issues since now ,Night mode is awesomeREAD MORE"
iphone11,"Been using for a week now. upgraded from 6. so for me it's a delight. performance is as others have mentioned, great. i think it's a tad bit thicker and bulkier, not what i had in mind. also it weights quite a bit. though i don't mind the weight part but it is a big phone. i don't find the screen too be a downside , i am using a phone with Amoled display and i can't much find a difference, but then ""difference"" is a subjective term. selfie camera seems a bit blurry but overall great. try cons...READ MORE"
iphone11,just got it today amazed by build quality and camera is the bestREAD MORE
iphone11,lovelyREAD MORE
iphone11,Upgraded from iPhone 7READ MORE
iphone11,"Go for it worth the upgrade from 6,7,8.But don’t upgrade from XR as u won’t find major differences.READ MORE"
iphone11,"Must buy, this will change your personality and lifestyle.I brought it with HDFC credit card for 64k(128gb)Only minor issue is the cropping of videos in full screen.I will give 9/10.READ MORE"
iphone11,great cameraterrific battery lifelower priceREAD MORE
iphone11,average mobileREAD MORE
iphone11,hello buyers dont think so much jdt go for it it is the best smartphone .The sound quility is super too and all the quility u can expect by its name only❤️READ MORE
iphone11,Excellent!!!READ MORE
iphone11,"After 3 months of used, I will say that it heats up very quickly. But over all performance is too goodREAD MORE"
iphone11,Bought apple for the first time. Just a great product. camera is awesome. Loving it.READ MORE
iphone11,Best phone for daily usage....READ MORE
iphone11,original device received and thanks flipkart for on time dileveryREAD MORE
iphone11,okREAD MORE
iphone11,Perfect it is✌️READ MORE
iphone11,Awesome phone. Good camera. Good performance. Only drawback is the slow charger provided.READ MORE
iphone11,flipcart is bestREAD MORE
iphone11,SupperREAD MORE
iphone11,"Performance is lit.. with good battery life and great camera,brings absolute value for money.READ MORE"
iphone11,very goodREAD MORE
iphone11,just love to use Apple ?READ MORE
iphone11,Everything ok but heating problems & so fast battery drainREAD MORE
iphone11,nicREAD MORE
iphone11,Just some minor issues in network otherwise it it the sexiest gadget i have ever usedREAD MORE
iphone11,is this purchase under hdfc smart buy or not raviREAD MORE
iphone11,osm phone...READ MORE
iphone11,Value of money 💰.READ MORE
iphone11,Amazing phone but need more specificationsREAD MORE
iphone11,I bought this last week and so far iPhone delivered and it worthI’m happy with their iPhone 11Display I would 5 of 5READ MORE
iphone11,Thanks apple and thanks to FlipkartREAD MORE
iphone11,Phone is good. Best iphone mobile till date.READ MORE
iphone11,Good picture quality in low light conditions . And LCD retina display is not too cheap still it is holding good ..READ MORE
iphone11,Every year Apple products get better & this iPhone is no exception.READ MORE
iphone11,Amazing phoneREAD MORE
iphone11,bought it for 64000. very smooth and fast. feels fantastic.READ MORE
iphone11,Nice and original product by flipkart delivered before timeREAD MORE
iphone11,Must buyREAD MORE
iphone11,Very nice and camera is awesomeProsCamera Performance Battery Value for money ConsDisplayBezelsREAD MORE
iphone11,"This iPhone 11 is very good, I strongly recommend to buy this one. Specially who are tired with android.READ MORE"
iphone11,Display is not up to the mark according to the priceREAD MORE
iphone11,"My first apple iPhone , loved the camera and performance just loving the power of itREAD MORE"
iphone11,Excellent Phone....Superb battery back up !! Thanks Flipkart for giving such a awesome offer on this phone.READ MORE
iphone11,one more thing always in mind iPhone battery Back up but excellent backupREAD MORE
iphone11,best oneREAD MORE
iphone11,AmazingREAD MORE
iphone11,Nice product by apple onlyREAD MORE
iphone11,value for money productREAD MORE
iphone11,"Great camera, performance and an amazing battery.READ MORE"
iphone11,Amazing experienceREAD MORE
iphone11,It is just awesomeREAD MORE
iphone11,charger is very poor quality getting heated tooface unlock is one of the most failure feature in this lockdown periodREAD MORE
iphone11,"overall happy with my purchase. it's a beast in its class,and the camera is superb In taking portrait pic.overall value purchasedREAD MORE"
iphone11,good quality productREAD MORE
iphone11,Close your eyes and order. This product is worth every penny! Awesome and safe delivery by Flipkart. Excellent!!READ MORE
iphone11,"Yes, Iphone quality look, performance is awesomeREAD MORE"
iphone11,value for moneyREAD MORE
iphone11,Really feel the power and performance it has. Love with the phone 🥰READ MORE
iphone11,This is unbelievable!! Waat a phone great !!READ MORE
iphone11,good phoneREAD MORE
iphone11,Front Camera & Mobile heating issue need to be improved. Mobile Dial & Call functions are not handy. Other are as usual. AwesomeREAD MORE
iphone11,very awesome productREAD MORE
iphone11,Best phone to start new life with iPhoneREAD MORE
iphone11,Worth buying itREAD MORE
iphone11,"This iPhone 11 is awesome for everything if you are using a camera, audio, durability, premium, battery, and do more.READ MORE"
iphone11,"I switched over from iPhone 5s , there is a big change in battery charge, the camera is awesome, the Face ID verification is happening in a second nice feel 👌READ MORE"
iphone11,"Superb device , and I m not biased towards appleREAD MORE"
iphone11,Very good mobile... excellent camera and very stylishREAD MORE
iphone11,This is the cheapest-latest iPhone available and it does come with a stellar camera.Pros:CameraBatteryProcessor Cons:Display Stock charger that comes in the boxLack of headphone jackIt’s a considerable option for those who want to hold onto their smartphone a little while longer. 3 years to go for and four years to go with a bettery replacement considered.READ MORE
iphone11,"Good camera, speaker (dolby supposed), battery, faster processor, decent displayREAD MORE"
iphone11,Best phone everREAD MORE
iphone11,Apple have done very good work on battery life. Apart from that performance has improvedREAD MORE
iphone11,Not Good for daily use..READ MORE
iphone11,"Very Bad Quality.. Shutdown and Switch On takes longer time, Charging is slow.. , Network drops very often compare to my old iPhone..  No innovation of Apple even after 5 Years, it is same as iPhone 6 Phones..READ MORE"
iphone11,Paying so much money for LCD IPS display. Apple is playing with customers. The icons of the phone are so big and bad that I remeber my old mobile which I bought 8 years back. Too expensive for these configurations.READ MORE
iphone11,It’s the worst product. I should have bought some android. It’s battery keeps on finishing without even use. Don’t buy it at all. Major battery issueREAD MORE
iphone11,loved it❤️READ MORE
iphone11,Battery back up is not good 😭😭others are okREAD MORE
iphone11,Value for money product & better then android.READ MORE
iphone11,Got an non operational charger! Tried reaching customer support but couldnt return my product! Infact the seal was broken too.READ MORE
iphone11,#The Best Camara#Great Battery (must needed in iphone)#Display is not too good (not good viewing experience)#No lagging and no heatingOverall its *iphone* and only for premium users so you must not compare this with any cheap phone with so called overloaded features.READ MORE
iphone11,phone gets heat up in 5 minsREAD MORE
iphone11,Price is too highREAD MORE
iphone11,Over hyped product. Iphone Xs and XS Max are still way better than this phone.READ MORE
iphone11,Battery is run only 6-7 hours Apple software is 14 gb and I don't like Waste of money If I purchase 15k any phone I save my money It's my bad designREAD MORE
iphone11,Bad product and not satisfied don't bye the iPhone 11READ MORE
iphone11,iPhone is best op phone but camera quality is so light color my wife photo 🥰❤💏😘😘READ MORE
